step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_TRANSFER,origBalanceDiscrepancy,destBalanceDiscrepancy
19,357311.45,0.0,0.0,2200856.83,2558168.27,0,False,357311.45,0.01000000024214387
14,343250.63,0.0,0.0,507663.2,850913.83,0,False,343250.63,1.1641532182693481e-10
18,12396.75,0.0,0.0,3387004.59,3399401.34,0,False,12396.75,0.0
17,130164.5,0.0,0.0,870882.64,1001047.13,0,False,130164.5,0.010000000009313226
17,93482.39,9050.0,0.0,17508.65,110991.04,0,False,84432.39,1.4551915228366852e-11
18,4487.33,0.0,0.0,302165.64,306652.98,0,False,4487.33,-0.009999999951105565
15,185086.93,0.0,0.0,476687.24,661774.17,0,False,185086.93,-1.1641532182693481e-10
13,47095.64,20345.0,0.0,0.0,47095.64,0,False,26750.64,0.0
9,356151.15,0.0,0.0,1046888.04,2897581.7,0,True,356151.15,-1494542.5100000002
15,14474.19,35599.0,21124.81,18395.91,32870.1,0,False,0.0,0.0
11,71504.33,0.0,0.0,138817.86,210322.18,0,True,71504.33,0.010000000009313226
10,276137.91,0.0,0.0,13318326.1,13594464.01,0,False,276137.91,0.0
16,79553.45,0.0,0.0,2253465.75,2333019.2,0,False,79553.45,0.0
0,281279.44,0.0,0.0,604459.4,885738.84,0,False,281279.44,1.1641532182693481e-10
9,486086.06,0.0,0.0,1647093.11,2133179.17,0,False,486086.06,0.0
18,228764.96,18820.0,0.0,0.0,228764.96,0,True,209944.96,0.0
12,250691.92,0.0,0.0,1229095.87,1479787.79,0,False,250691.92,0.0
23,298763.27,632.0,0.0,0.0,298763.27,0,False,298131.27,0.0
22,7446.98,48788.0,41341.02,0.0,7446.98,0,False,0.0,0.0
20,143942.16,129806.0,0.0,0.0,143942.16,0,True,14136.160000000003,0.0
15,282576.24,0.0,0.0,293800.69,576376.93,0,False,282576.24,-1.1641532182693481e-10
14,50486.26,33359.0,0.0,44560.4,95046.67,0,False,17127.260000000002,-0.00999999999476131
19,77836.61,153306.0,75469.39,0.0,77836.61,0,True,0.0,0.0
20,182106.4,14493.46,0.0,3967016.76,4149123.16,0,False,167612.94,-4.656612873077393e-10
18,35358.48,0.0,0.0,269957.21,305315.69,0,False,35358.48,0.0
17,50796.91,0.0,0.0,4206699.52,4257496.43,0,True,50796.91,0.0
20,1255.67,0.0,0.0,186929.2,188184.87,0,True,1255.67,2.9103830456733704e-11
19,205813.18,0.0,0.0,356694.67,562507.84,0,False,205813.18,0.010000000009313226
20,131940.76,0.0,0.0,212475.18,344415.94,0,False,131940.76,0.0
10,399392.34,0.0,0.0,1319552.13,1718944.48,0,False,399392.34,-0.010000000009313226
15,20415.47,25415.0,4999.53,66189.4,86604.88,0,False,0.0,-0.010000000009313226
12,410983.99,10103.0,0.0,0.0,410983.99,0,False,400880.99,0.0
15,83826.67,6140.0,0.0,0.0,83826.67,0,False,77686.67,0.0
20,103881.53,0.0,0.0,158948.09,262829.61,0,True,103881.53,0.010000000009313226
20,107332.71,23986.25,0.0,1387835.01,1495167.73,0,False,83346.46,-0.010000000009313226
12,45328.02,0.0,0.0,196692.69,242020.71,0,False,45328.02,0.0
13,99814.81,0.0,0.0,173747.71,273562.52,0,False,99814.81,0.0
11,52951.67,0.0,0.0,280367.34,333319.0,0,False,52951.67,0.010000000009313226
11,2720552.73,0.0,0.0,4756429.77,7476982.5,0,True,2720552.73,0.0
21,61773.38,0.0,0.0,751952.58,813725.96,0,False,61773.38,0.0
12,9845.62,1436.0,0.0,0.0,9845.62,0,False,8409.62,0.0
12,37449.47,0.0,0.0,2302167.49,2326078.12,0,False,37449.47,13538.840000000317
10,76505.56,912873.15,836367.59,572427.76,648933.32,0,False,-1.1641532182693481e-10,1.1641532182693481e-10
13,56847.23,1595.0,0.0,240011.2,296858.43,0,False,55252.23,0.0
11,126862.94,52263.0,0.0,0.0,126862.94,0,False,74599.94,0.0
19,257649.98,0.0,0.0,1589098.8,1846748.79,0,False,257649.98,-0.010000000009313226
16,190819.27,0.0,0.0,191312.95,382132.22,0,False,190819.27,0.0
20,96220.59,11435.0,0.0,5319813.05,5416033.63,0,False,84785.59,0.009999999776482582
12,256813.08,318432.0,61618.92,1629934.16,1886747.24,0,False,0.0,0.0
13,89156.99,0.0,0.0,3380806.31,3469963.31,0,False,89156.99,-0.009999999776482582
18,244428.44,10568.0,0.0,120712.83,365141.27,0,False,233860.44,0.0
19,286905.31,0.0,0.0,1623461.52,1689835.2,0,True,286905.31,220531.63000000012
13,46466.68,202.0,0.0,58830.48,105297.16,0,False,46264.68,0.0
15,27305.59,94990.0,67684.41,215633.06,242938.65,0,False,0.0,0.0
19,69052.98,21782.29,0.0,259952.01,462622.74,0,False,47270.689999999995,-133617.75
17,230011.25,0.0,0.0,741253.16,971264.4,0,False,230011.25,0.010000000009313226
11,467965.93,0.0,0.0,630666.91,1098632.84,0,True,467965.93,0.0
18,127669.84,0.0,0.0,869374.97,997044.81,0,False,127669.84,-1.1641532182693481e-10
14,247910.65,96424.0,0.0,36795.75,284706.4,0,False,151486.65,0.0
14,285522.49,57027.0,0.0,4202.26,289724.75,0,False,228495.49,0.0
18,94177.25,0.0,0.0,139710.27,233887.52,0,False,94177.25,0.0
16,123356.73,0.0,0.0,1212211.68,1335568.41,0,False,123356.73,0.0
13,31233.59,137522.0,106288.41,722724.12,753957.71,0,False,0.0,0.0
18,111293.74,0.0,0.0,3603720.72,3715014.46,0,False,111293.74,4.656612873077393e-10
15,55409.58,0.0,0.0,1336593.22,1392002.8,0,False,55409.58,0.0
17,526618.0,0.0,0.0,1239086.37,1765704.37,0,True,526618.0,0.0
15,119661.25,20543.0,0.0,0.0,119661.25,0,False,99118.25,0.0
20,498799.82,14852.0,0.0,313962.24,610650.03,0,True,483947.82,202112.03000000003
9,331514.12,25133.0,0.0,532442.73,863956.85,0,False,306381.12,0.0
21,192058.11,102.0,0.0,27426.17,219484.28,0,True,191956.11,-2.9103830456733704e-11
11,24790.6,0.0,0.0,251729.06,276519.66,0,False,24790.6,0.0
19,120875.51,12752.0,0.0,520307.32,641182.83,0,False,108123.51,0.0
9,295868.48,23403.0,0.0,413827.85,709696.33,0,False,272465.48,0.0
14,396169.72,46602.0,0.0,0.0,396169.72,0,False,349567.72,0.0
14,424413.41,0.0,0.0,10463379.52,10887792.93,0,True,424413.41,0.0
18,74474.59,15117.0,0.0,184238.58,258713.16,0,False,59357.59,0.009999999980209395
14,199935.24,10930.0,0.0,0.0,199935.24,0,False,189005.24,0.0
18,261380.62,0.0,0.0,821435.11,1082815.73,0,False,261380.62,0.0
11,276035.01,104772.0,0.0,32126.42,342807.41,0,False,171263.01,-34645.97999999998
13,131654.75,0.0,0.0,1327510.11,1459164.86,0,False,131654.75,0.0
13,124284.32,0.0,0.0,508091.55,1333034.21,0,False,124284.32,-700658.34
18,316103.76,646.0,0.0,1185069.86,1501173.61,0,True,315457.76,0.010000000009313226
17,213738.78,113219.0,0.0,196422.05,410160.83,0,False,100519.78,-5.820766091346741e-11
15,81952.04,514216.0,432263.96,4693960.84,4775912.88,0,False,0.0,0.0
20,226427.96,0.0,0.0,2571752.51,2798180.46,0,False,226427.96,0.009999999776482582
16,848180.14,0.0,0.0,1043311.94,1891492.08,0,True,848180.14,0.0
9,360121.78,207470.84,0.0,449899.04,810020.82,0,False,152650.94000000003,1.1641532182693481e-10
19,26025.59,0.0,0.0,448908.77,474934.36,0,False,26025.59,5.820766091346741e-11
19,252321.96,15295.0,0.0,154771.5,407093.46,0,True,237026.96,-5.820766091346741e-11
9,261193.33,0.0,0.0,5491598.34,5752791.67,0,False,261193.33,0.0
18,60815.32,103438.0,42622.68,1178631.4,1239446.72,0,False,0.0,0.0
14,308617.53,0.0,0.0,1408529.5,1717147.02,0,False,308617.53,0.010000000009313226
18,172580.06,0.0,0.0,178246.2,170291.97,0,False,172580.06,180534.29
11,130762.62,0.0,0.0,429091.93,559854.55,0,False,130762.62,0.0
20,1157690.15,0.0,0.0,9969212.26,11126902.41,0,True,1157690.15,0.0
10,150927.65,550.75,0.0,963482.12,1114409.77,0,False,150376.9,0.0
18,50073.78,0.0,0.0,9757541.18,9953766.62,0,False,50073.78,-146151.66000000015
16,132729.1,0.0,0.0,2828069.46,2960798.56,0,False,132729.1,0.0
13,1470654.2,25418.0,0.0,134645.88,1605300.08,0,True,1445236.2,0.0
21,11470.74,0.0,0.0,644794.13,656264.87,0,False,11470.74,0.0
19,298258.44,0.0,0.0,434837.93,733096.37,0,False,298258.44,0.0
16,44385.14,559.0,0.0,221461.76,265846.89,0,False,43826.14,0.010000000009313226
11,227088.69,16543.0,0.0,0.0,227088.69,0,False,210545.69,0.0
13,98057.06,79600.0,0.0,393546.02,491603.08,0,False,18457.059999999998,0.0
18,382335.75,0.0,0.0,1950778.03,2333113.78,0,True,382335.75,4.656612873077393e-10
0,533522.53,270741.89,0.0,2646508.91,3180031.44,0,False,262780.64,4.656612873077393e-10
10,477195.13,0.0,0.0,794982.11,1272177.24,0,False,477195.13,0.0
10,102814.8,22896.0,0.0,0.0,102814.8,0,False,79918.8,0.0
16,163187.39,0.0,0.0,212931.05,376118.44,0,False,163187.39,0.0
14,49916.92,0.0,0.0,109065.61,270448.01,0,False,49916.92,-111465.48000000001
15,276210.03,0.0,0.0,2289918.9,2566128.94,0,False,276210.03,-0.01000000024214387
11,77320.18,0.0,0.0,314739.87,392060.05,0,False,77320.18,0.0
18,89517.48,0.0,0.0,103189.11,192706.6,0,False,89517.48,-0.010000000009313226
18,49197.34,0.0,0.0,4982470.99,5031668.34,0,False,49197.34,-0.009999999776482582
16,173826.9,0.0,0.0,289501.09,463327.98,0,False,173826.9,0.010000000009313226
9,159565.63,0.0,0.0,228820.39,388386.02,0,False,159565.63,0.0
23,891206.53,60287.34,0.0,2244109.96,3135316.49,0,True,830919.1900000001,0.0
18,107511.92,18937.0,0.0,1592784.49,1700296.41,0,False,88574.92,0.0
16,48349.57,0.0,0.0,1568644.13,1616993.7,0,True,48349.57,0.0
13,1170353.78,0.0,0.0,2216269.71,3386623.49,0,True,1170353.78,0.0
19,1273505.6,0.0,0.0,3265851.61,4539357.21,0,True,1273505.6,0.0
12,506280.44,11432.0,0.0,90494.77,596775.21,0,False,494848.44,0.0
12,169511.2,0.0,0.0,1371549.85,1541061.05,0,False,169511.2,0.0
21,133294.22,526.0,0.0,0.0,133294.22,0,False,132768.22,0.0
13,537625.11,1146004.65,608379.54,915509.63,1453134.74,0,True,0.0,0.0
19,344971.25,47133.0,0.0,331906.97,676878.22,0,False,297838.25,0.0
20,84857.37,0.0,0.0,84981.21,169838.58,0,False,84857.37,2.9103830456733704e-11
18,161153.95,21323.0,0.0,336684.92,497838.87,0,False,139830.95,0.0
12,190875.4,0.0,0.0,754014.81,944890.22,0,False,190875.4,-0.009999999892897904
20,22587.22,0.0,0.0,1144940.85,1167528.07,0,False,22587.22,0.0
18,6363.75,0.0,0.0,324989.7,331353.45,0,False,6363.75,0.0
13,183532.07,62081.0,0.0,928538.12,1112070.2,0,False,121451.07,-0.010000000009313226
16,75732.55,0.0,0.0,1534876.19,1610608.75,0,False,75732.55,-0.010000000009313226
19,77001.68,0.0,0.0,421448.28,498449.97,0,False,77001.68,-0.009999999951105565
16,173556.23,0.0,0.0,276045.48,449601.7,0,False,173556.23,0.009999999951105565
20,178186.87,0.0,0.0,689676.02,867862.88,0,False,178186.87,0.010000000009313226
20,23102.01,211018.0,187915.99,2144059.34,2393851.22,0,False,0.0,-226689.87000000058
10,41067.38,128.0,0.0,4508510.96,4549578.34,0,False,40939.38,0.0
11,67134.11,21467.0,0.0,283795.24,350929.36,0,False,45667.11,-0.010000000009313226
17,50688.71,0.0,0.0,107290.0,157978.71,0,False,50688.71,0.0
0,154783.08,0.0,0.0,1006186.13,1160969.2,0,False,154783.08,0.010000000009313226
17,338746.17,0.0,0.0,1264666.1,1706821.19,0,False,338746.17,-103408.91999999993
18,90831.93,0.0,0.0,2131724.38,2222556.31,0,False,90831.93,0.0
15,74054.63,0.0,0.0,495629.97,569684.6,0,False,74054.63,0.0
11,676720.2,0.0,0.0,1179710.1,1179829.14,0,True,676720.2,676601.1600000001
10,197118.91,179885.66,0.0,1053215.84,1250334.76,0,False,17233.25,-0.010000000009313226
14,206833.05,0.0,0.0,463598.12,836983.68,0,False,206833.05,-166552.51000000013
11,429262.86,0.0,0.0,6150192.84,6579455.7,0,False,429262.86,0.0
23,492290.34,0.0,0.0,2018486.99,2510777.34,0,False,492290.34,-0.009999999776482582
12,210116.46,11177.0,0.0,3688726.26,3898842.73,0,False,198939.46,-0.01000000024214387
21,118154.64,0.0,0.0,3897132.14,4015286.78,0,False,118154.64,4.656612873077393e-10
13,2456701.93,396373.0,0.0,0.0,2456701.93,0,True,2060328.9300000002,0.0
17,60287.88,0.0,0.0,651140.06,711427.93,0,False,60287.88,0.010000000009313226
12,166939.72,0.0,0.0,2600767.92,2864762.46,0,False,166939.72,-97054.81999999983
16,44592.45,360.0,0.0,0.0,44592.45,0,False,44232.45,0.0
11,874497.3,0.0,0.0,946485.09,1820982.39,0,True,874497.3,2.3283064365386963e-10
13,54584.04,0.0,0.0,100523.04,155107.09,0,False,54584.04,-0.010000000009313226
0,80474.23,3558.0,0.0,473693.45,554167.68,0,False,76916.23,0.0
14,215313.82,26812.0,0.0,0.0,215313.82,0,True,188501.82,0.0
16,55316.28,62743.31,7427.03,1119771.24,991126.28,0,False,0.0,183961.24
11,150933.72,21495.0,0.0,0.0,150933.72,0,False,129438.72,0.0
15,189401.36,0.0,0.0,352698.33,542099.69,0,False,189401.36,0.0
13,891953.63,0.0,0.0,8668297.16,9560250.79,0,True,891953.63,1.862645149230957e-09
20,138629.55,0.0,0.0,930771.92,1069401.47,0,False,138629.55,0.0
10,83210.72,29826.0,0.0,1226029.97,1005894.55,0,False,53384.72,303346.1399999999
19,85452.83,0.0,0.0,964503.67,1262754.56,0,False,85452.83,-212798.06000000006
17,86646.76,28599.0,0.0,163251.84,249898.59,0,False,58047.759999999995,0.009999999980209395
10,776618.14,237.0,0.0,1968652.58,3224436.62,0,True,776381.14,-479165.8999999999
11,237668.64,114203.0,0.0,0.0,237668.64,0,False,123465.64000000001,0.0
16,44826.25,0.0,0.0,99175.46,144001.71,0,False,44826.25,2.9103830456733704e-11
14,204392.18,0.0,0.0,1346945.47,1551337.64,0,False,204392.18,0.010000000009313226
20,154739.36,0.0,0.0,9495394.88,9650134.24,0,False,154739.36,0.0
13,135211.53,0.0,0.0,1561587.67,2498003.95,0,False,135211.53,-801204.7500000002
12,158109.42,21836.0,0.0,0.0,158109.42,0,True,136273.42,0.0
18,516729.6,2005.0,0.0,23620.22,540349.82,0,False,514724.6,0.0
13,179395.01,32238.0,0.0,0.0,179395.01,0,False,147157.01,0.0
19,22428.95,701.0,0.0,0.0,22428.95,0,True,21727.95,0.0
11,241553.7,0.0,0.0,473418.06,714971.76,0,False,241553.7,0.0
17,164042.58,0.0,0.0,2369205.24,2533247.83,0,False,164042.58,-0.009999999776482582
14,34436.87,0.0,0.0,8373752.23,8408189.11,0,False,34436.87,-0.009999999776482582
19,54124.94,0.0,0.0,193931.53,248056.47,0,False,54124.94,0.0
18,125860.42,102533.0,0.0,328973.39,448199.7,0,False,23327.42,6634.109999999986
20,6423.2,0.0,0.0,787703.52,794126.72,0,False,6423.2,0.0
17,15838.73,11169.0,0.0,0.0,15838.73,0,False,4669.73,0.0
16,196650.35,49712.0,0.0,253696.36,450346.71,0,False,146938.35,-5.820766091346741e-11
13,123502.59,16335.0,0.0,0.0,123502.59,0,False,107167.59,0.0
15,45133.01,0.0,0.0,56236.47,101369.48,0,False,45133.01,1.4551915228366852e-11
12,109723.62,347847.0,238123.38,145492.56,255216.18,0,False,0.0,0.0
18,386313.24,28306.0,0.0,67349.0,453662.24,0,True,358007.24,0.0
19,198538.54,6004.0,0.0,460747.69,659286.23,0,False,192534.54,0.0
10,1654331.17,259934.49,0.0,5472528.53,7126859.7,0,True,1394396.68,0.0
17,239204.67,122.0,0.0,1235622.53,1474827.2,0,False,239082.67,0.0
12,271201.78,107348.0,0.0,71361.46,342563.23,0,False,163853.78000000003,0.010000000067520887
15,136887.63,205307.0,68419.37,0.0,136887.63,0,False,0.0,0.0
16,97299.35,0.0,0.0,199184.09,296483.44,0,False,97299.35,0.0
10,6696.0,0.0,0.0,4261045.33,4267741.34,0,False,6696.0,-0.009999999776482582
10,153251.18,0.0,0.0,795023.02,976778.13,0,False,153251.18,-28503.93000000005
19,274452.97,0.0,0.0,1413527.74,1687980.71,0,True,274452.97,0.0
12,1570526.78,21475.0,0.0,789867.25,2701948.48,0,True,1549051.78,-341554.4499999997
19,85744.21,0.0,0.0,7614594.12,7700338.33,0,False,85744.21,0.0
16,30009.35,0.0,0.0,685707.62,715716.97,0,False,30009.35,0.0
19,242624.43,0.0,0.0,888885.48,1131509.91,0,False,242624.43,0.0
19,593633.32,195032.21,0.0,3581831.72,4175465.04,0,True,398601.11,0.0
14,372904.1,0.0,0.0,382430.11,755334.21,0,False,372904.1,0.0
13,160142.53,49551.0,0.0,49425.29,209567.82,0,False,110591.53,0.0
14,174725.97,188178.0,13452.03,33757.15,208483.12,0,False,0.0,0.0
22,354017.86,0.0,0.0,1095048.35,1449066.21,0,False,354017.86,0.0
21,259821.09,0.0,0.0,429383.31,689204.41,0,False,259821.09,-0.010000000009313226
10,259278.31,8014.0,0.0,122898.45,382176.76,0,False,251264.31,0.0
22,331416.03,23059.0,0.0,0.0,331416.03,0,True,308357.03,0.0
9,366244.05,11898.0,0.0,31635.0,153638.96,0,False,354346.05,244240.09
16,491760.91,41339.0,0.0,0.0,491760.91,0,False,450421.91,0.0
13,9783552.49,0.0,0.0,13409505.54,23193058.03,0,True,9783552.49,0.0
11,355331.6,0.0,0.0,597494.98,952826.58,0,False,355331.6,0.0
14,299892.45,421533.0,121640.55,0.0,299892.45,0,True,0.0,0.0
15,27924.17,20799.0,0.0,1413439.47,1441363.64,0,False,7125.169999999998,0.0
12,524602.44,0.0,0.0,1872249.87,2836289.1,0,False,524602.44,-439436.79000000004
15,63215.99,0.0,0.0,4520473.31,4583689.29,0,False,63215.99,0.009999999776482582
13,39976.95,134.0,0.0,61376.92,101353.87,0,False,39842.95,0.0
12,8078.61,15487.0,7408.39,1963127.55,1971206.16,0,False,0.0,2.3283064365386963e-10
14,118977.49,40849.0,0.0,403.05,119380.53,0,False,78128.49,0.010000000009313226
21,57745.93,0.0,0.0,291253.0,348998.94,0,False,57745.93,-0.010000000009313226
11,113015.43,0.0,0.0,1032895.32,1300221.5,0,True,113015.43,-154310.75
13,205539.27,0.0,0.0,672363.72,97166.14,0,False,205539.27,780736.85
18,105893.11,10441.0,0.0,0.0,105893.11,0,False,95452.11,0.0
18,113682.23,4010.0,0.0,0.0,113682.23,0,False,109672.23,0.0
15,188143.34,77800.0,0.0,0.0,188143.34,0,False,110343.34,0.0
14,3243.0,0.0,0.0,320131.48,323374.48,0,False,3243.0,0.0
9,265633.82,23324.0,0.0,0.0,265633.82,0,False,242309.82,0.0
15,13571.45,0.0,0.0,47074.18,60645.63,0,False,13571.45,7.275957614183426e-12
13,98099.93,0.0,0.0,660132.74,758232.66,0,False,98099.93,0.009999999892897904
18,104896.76,139.0,0.0,533164.57,638061.32,0,False,104757.76,0.010000000009313226
15,735241.19,26421.73,0.0,3109095.88,3844337.07,0,True,708819.46,0.0
21,349529.22,0.0,0.0,626408.15,975937.37,0,False,349529.22,0.0
14,48625.25,0.0,0.0,218701.16,267326.4,0,False,48625.25,0.010000000009313226
14,12637.23,70451.0,57813.77,686106.92,698744.14,0,False,0.0,0.010000000009313226
9,60199.43,0.0,0.0,64444.66,124644.09,0,False,60199.43,0.0
10,85649.81,0.0,0.0,375575.07,461224.88,0,False,85649.81,0.0
18,464778.32,0.0,0.0,3912805.11,4377583.43,0,False,464778.32,0.0
16,77574.41,5336.0,0.0,2371468.54,2475678.8,0,False,72238.41,-26635.849999999627
9,174269.59,0.0,0.0,2051266.18,2418567.83,0,True,174269.59,-193032.06000000006
19,193234.64,24725.0,0.0,2021014.81,2214249.46,0,False,168509.64,-0.009999999776482582
9,138095.17,134639.0,0.0,437411.35,1079003.68,0,False,3456.170000000013,-503497.1599999999
21,603323.28,0.0,0.0,1197504.39,1800827.67,0,True,603323.28,0.0
